timestamp,device,session_id,seq,true_dist_m,angle_deg,distance_m,rx_power,fp_power,fp_rx_ratio,quality,std_noise,fp_ampl1,fp_ampl2,fp_ampl3,cir_power,rxpacc,nlos_suspect,anchor_id,error_m,ampl1_ratio,cir_norm,ampl_spread
2026-02-19T22:52:54.536,T1,20260219_225121,423,1.0,0.0,2.814,-68.3,-83.5,-15.2,447.67,36,3544,16116,16929,12212,1042,True,1,1.814,0.21449538508095023,11.719769673704414,813
2026-02-19T22:52:54.954,T1,20260219_225121,424,1.0,0.0,2.931,-68.7,-89.0,-20.3,142.2,60,15093,8532,9656,14240,1141,True,1,1.931,1.6596657136573565,12.480280455740578,1124
2026-02-19T22:52:55.557,T1,20260219_225121,425,1.0,0.0,3.011,-69.1,-92.0,-22.9,142.88,48,10458,6858,4218,12372,1078,True,1,2.011,1.8884073672806068,11.476808905380334,2640
2026-02-19T22:52:56.034,T1,20260219_225121,426,1.0,0.0,3.133,-73.2,-90.4,-17.2,328.81,48,5165,15783,10854,14535,1349,True,1,2.133,0.38780643465855763,10.774647887323944,4929
2026-02-19T22:52:56.514,T1,20260219_225121,427,1.0,0.0,3.185,-70.0,-88.8,-18.8,325.25,48,10008,15612,11140,14736,1214,True,1,2.185,0.7482057416267942,12.13838550247117,4472
2026-02-19T22:52:57.055,T1,20260219_225121,428,1.0,0.0,3.56,-67.9,-90.6,-22.7,200.94,68,8788,13664,9727,19832,1309,True,1,2.56,0.7514001111538626,15.150496562261267,3937
2026-02-19T22:52:57.594,T1,20260219_225121,429,1.0,0.0,3.016,-73.7,-91.4,-17.7,214.69,52,8593,11164,15186,19260,1577,True,1,2.016,0.6522201138519924,12.213062777425492,4022
2026-02-19T22:52:58.014,T1,20260219_225121,430,1.0,0.0,3.232,-67.4,-84.6,-17.1,450.08,36,4071,16203,16844,14026,1085,True,1,2.232,0.24637637304445184,12.927188940092165,641
2026-02-19T22:52:58.496,T1,20260219_225121,431,1.0,0.0,3.208,-69.5,-89.1,-19.6,285.34,44,10037,12555,12758,14748,1194,True,1,2.208,0.7930312487654565,12.35175879396985,203
2026-02-19T22:52:59.033,T1,20260219_225121,432,1.0,0.0,3.424,-66.0,-88.9,-22.9,252.54,48,10724,12122,8110,14136,1036,True,1,2.424,1.0601028074337684,13.644787644787645,4012
2026-02-19T22:52:59.515,T1,20260219_225121,433,1.0,0.0,3.663,-68.7,-88.9,-20.2,245.18,40,12182,9807,11349,13429,1109,True,1,2.663,1.1516354698430704,12.109107303877368,1542
2026-02-19T22:53:00.534,T1,20260219_225121,435,1.0,0.0,3.021,-73.0,-89.6,-16.6,300.59,44,9085,13226,10164,11229,1175,True,1,2.021,0.7768277041470714,9.556595744680852,3062
2026-02-19T22:53:01.493,T1,20260219_225121,437,1.0,0.0,3.063,-68.7,-88.5,-19.8,298.62,48,7431,14334,13995,14751,1163,True,1,2.063,0.5246214126866462,12.683576956147894,339
2026-02-19T22:53:03.534,T1,20260219_225121,441,1.0,0.0,2.946,-69.1,-90.5,-21.4,349.44,36,3671,12580,8713,12349,1079,True,1,1.946,0.3448081529141032,11.444856348470806,3867
2026-02-19T22:53:05.573,T1,20260219_225121,445,1.0,0.0,2.894,-70.2,-90.4,-20.2,343.73,44,2715,15124,11622,16837,1306,True,1,1.894,0.20302101248784865,12.892036753445636,3502
2026-02-19T22:53:06.053,T1,20260219_225121,446,1.0,0.0,2.983,-69.4,-89.9,-20.6,337.0,40,2937,13480,9485,12108,1078,True,1,1.983,0.2557805355976486,11.23191094619666,3995
2026-02-19T22:53:08.034,T1,20260219_225121,450,1.0,0.0,3.372,-69.8,-91.5,-21.7,272.23,44,3156,11978,10090,15267,1228,True,1,2.372,0.28602501359434473,12.432410423452769,1888
2026-02-19T22:53:09.054,T1,20260219_225121,452,1.0,0.0,3.297,-69.5,-90.2,-20.6,383.25,36,6959,13797,11054,16208,1254,True,1,2.297,0.5600579453543117,12.925039872408293,2743
2026-02-19T22:53:10.073,T1,20260219_225121,454,1.0,0.0,2.824,-69.0,-90.8,-21.8,297.4,40,4845,11896,9156,13462,1121,True,1,1.824,0.4602888086642599,12.008920606601249,2740
2026-02-19T22:53:11.575,T1,20260219_225121,457,1.0,0.0,2.777,-67.1,-88.5,-21.5,265.23,40,8647,10609,13242,13320,1044,True,1,1.777,0.7250849021005409,12.758620689655173,2633
2026-02-19T22:53:12.054,T1,20260219_225121,458,1.0,0.0,2.814,-67.6,-88.6,-21.0,375.17,40,8323,15007,12843,16387,1178,True,1,1.814,0.59770197486535,13.910865874363328,2164
2026-02-19T22:53:13.074,T1,20260219_225121,460,1.0,0.0,2.758,-71.1,-90.3,-19.3,297.35,52,3366,15462,11425,15973,1312,True,1,1.758,0.250381225127385,12.174542682926829,4037
2026-02-19T22:53:14.034,T1,20260219_225121,462,1.0,0.0,2.767,-69.2,-89.8,-20.6,366.12,40,6361,14645,11004,16027,1232,True,1,1.767,0.49600374283597803,13.008928571428571,3641
2026-02-19T22:53:15.053,T1,20260219_225121,464,1.0,0.0,2.688,-71.0,-91.2,-20.3,281.5,48,5968,13512,10290,16791,1340,True,1,1.6880000000000002,0.5014704646668348,12.530597014925373,3222
2026-02-19T22:53:16.553,T1,20260219_225121,467,1.0,0.0,2.758,-71.4,-90.6,-19.2,336.3,44,5434,14797,11701,16801,1363,True,1,1.758,0.41014416182353386,12.326485693323551,3096
2026-02-19T22:53:17.094,T1,20260219_225121,468,1.0,0.0,2.894,-71.0,-90.3,-19.3,331.48,40,5533,13259,12349,15088,1274,True,1,1.894,0.4321305841924399,11.843014128728415,910
2026-02-19T22:53:17.573,T1,20260219_225121,469,1.0,0.0,3.18,-70.4,-90.1,-19.7,351.73,44,7152,15476,10300,16562,1307,True,1,2.18,0.5549348230912476,12.67176740627391,5176
2026-02-19T22:53:18.054,T1,20260219_225121,470,1.0,0.0,3.049,-70.1,-89.6,-19.5,323.25,36,5839,11637,12194,12134,1106,True,1,2.049,0.49003398934161385,10.971066907775768,557
2026-02-19T22:53:19.074,T1,20260219_225121,472,1.0,0.0,3.185,-68.9,-91.3,-22.3,324.44,36,7895,11680,7702,15569,1204,True,1,2.185,0.8146734083169952,12.931063122923588,3978
2026-02-19T22:53:19.554,T1,20260219_225121,473,1.0,0.0,3.128,-68.8,-89.4,-20.6,228.23,40,12512,9129,13665,16789,1244,True,1,2.128,1.097832763007809,13.495980707395498,4536
2026-02-19T22:53:20.093,T1,20260219_225121,474,1.0,0.0,3.021,-69.2,-89.4,-20.2,356.98,40,6831,14279,11923,15145,1197,True,1,2.021,0.5214105793450882,12.652464494569758,2356
2026-02-19T22:53:22.073,T1,20260219_225121,478,1.0,0.0,3.082,-70.7,-90.0,-19.3,302.48,48,8476,14519,10840,16073,1298,True,1,2.082,0.6684806183209117,12.382896764252697,3679
2026-02-19T22:53:22.553,T1,20260219_225121,479,1.0,0.0,3.044,-69.5,-88.5,-19.0,219.12,48,10573,10518,15307,14107,1170,True,1,2.044,0.8188189738625363,12.057264957264957,4789
2026-02-19T22:53:23.093,T1,20260219_225121,480,1.0,0.0,3.096,-69.2,-89.0,-19.8,183.44,48,11514,8805,13854,14166,1159,True,1,2.096,1.0162849198993777,12.22260569456428,5049
2026-02-19T22:53:24.593,T1,20260219_225121,483,1.0,0.0,2.992,-69.8,-90.2,-20.4,316.92,40,4667,12677,10838,13332,1149,True,1,1.992,0.39693812460131833,11.60313315926893,1839
2026-02-19T22:53:25.074,T1,20260219_225121,484,1.0,0.0,3.377,-67.8,-88.9,-21.0,350.5,40,6869,14020,9317,12440,1036,True,1,2.377,0.588678921883704,12.007722007722007,4703
2026-02-19T22:53:25.553,T1,20260219_225121,485,1.0,0.0,3.166,-68.7,-89.1,-20.4,259.27,44,7267,11408,12906,12965,1088,True,1,2.166,0.5977626059060623,11.916360294117647,1498
2026-02-19T22:53:27.113,T1,20260219_225121,488,1.0,0.0,3.354,-87.4,-94.6,-7.2,101.58,12,519,1219,1067,106,188,True,1,2.354,0.4540682414698163,0.5638297872340425,152
2026-02-19T22:53:27.593,T1,20260219_225121,489,1.0,0.0,3.021,-68.8,-88.7,-19.9,229.47,32,11555,7343,13118,12126,1057,True,1,2.021,1.1294658130101167,11.472090823084201,5775
2026-02-19T22:53:28.072,T1,20260219_225121,490,1.0,0.0,3.119,-68.7,-89.6,-20.9,401.08,36,6253,14439,10334,14703,1160,True,1,2.119,0.504823800104953,12.675,4105
2026-02-19T22:53:30.112,T1,20260219_225121,494,1.0,0.0,2.885,-69.0,-90.0,-21.1,341.8,40,6171,13672,10064,14826,1175,True,1,1.885,0.5199696663296259,12.617872340425532,3608
2026-02-19T22:53:30.652,T1,20260219_225121,495,1.0,0.0,2.955,-69.2,-88.6,-19.4,204.32,44,12310,8990,14108,13861,1145,True,1,1.955,1.0658931509221579,12.105676855895197,5118
2026-02-19T22:53:31.072,T1,20260219_225121,496,1.0,0.0,3.175,-68.7,-89.5,-20.9,423.83,36,8791,15258,9085,16204,1216,True,1,2.175,0.7222610195949555,13.325657894736842,6173
2026-02-19T22:53:31.612,T1,20260219_225121,497,1.0,0.0,3.546,-68.5,-89.2,-20.7,378.33,36,5894,13620,11420,13520,1105,True,1,2.546,0.4707667731629393,12.235294117647058,2200
2026-02-19T22:53:32.573,T1,20260219_225121,499,1.0,0.0,3.044,-68.8,-89.5,-20.7,354.59,44,7187,15602,10537,16492,1234,True,1,2.044,0.5499062703240368,13.364667747163695,5065
2026-02-19T22:53:33.134,T1,20260219_225121,500,1.0,0.0,3.152,-69.2,-89.5,-20.4,152.32,92,6520,14013,9791,13358,1124,True,1,2.152,0.5478070912451689,11.884341637010676,4222
2026-02-19T22:53:33.593,T1,20260219_225121,501,1.0,0.0,3.264,-69.0,-90.3,-21.3,252.23,52,6670,13116,9991,15297,1196,True,1,2.264,0.5773142337819708,12.790133779264215,3125
2026-02-19T22:53:34.074,T1,20260219_225121,502,1.0,0.0,3.143,-68.5,-88.8,-20.3,235.61,44,9407,10367,12554,12414,1057,True,1,2.143,0.8208193359801056,11.744560075685904,2187
2026-02-19T22:53:35.092,T1,20260219_225121,504,1.0,0.0,3.086,-68.7,-89.6,-20.9,398.06,36,5584,14330,10637,14662,1159,True,1,2.086,0.4473104497937277,12.650560828300259,3693
2026-02-19T22:53:35.632,T1,20260219_225121,505,1.0,0.0,3.096,-66.5,-88.2,-21.8,400.4,40,8854,16016,11693,16830,1149,True,1,2.096,0.6390703381572774,14.647519582245431,4323
2026-02-19T22:53:36.173,T1,20260219_225121,506,1.0,0.0,3.513,-68.6,-89.9,-21.3,328.05,40,6006,13122,10326,14262,1137,True,1,2.513,0.5122824974411464,12.54353562005277,2796
2026-02-19T22:53:37.612,T1,20260219_225121,509,1.0,0.0,3.035,-69.2,-89.5,-20.2,409.22,36,6935,14732,11692,15669,1220,True,1,2.035,0.5249016046018771,12.84344262295082,3040
2026-02-19T22:53:40.132,T1,20260219_225121,514,1.0,0.0,3.222,-69.5,-87.8,-18.3,479.08,36,9092,17247,10843,13479,1142,True,1,2.222,0.6473478106087576,11.802977232924693,6404
2026-02-19T22:53:41.093,T1,20260219_225121,516,1.0,0.0,3.537,-68.4,-85.5,-17.0,328.0,52,5557,17056,17933,15925,1196,True,1,2.537,0.31764268770184917,13.315217391304348,877
2026-02-19T22:53:41.693,T1,20260219_225121,517,1.0,0.0,3.288,-67.4,-88.4,-21.0,343.2,40,2944,13728,12445,12301,1014,True,1,2.288,0.22496465823558628,12.131163708086785,1283
2026-02-19T22:53:42.113,T1,20260219_225121,518,1.0,0.0,3.991,-69.4,-85.1,-15.7,478.03,36,13490,17209,10686,13361,1134,True,1,2.991,0.96719842265639,11.782186948853616,6523
2026-02-19T22:53:43.612,T1,20260219_225121,521,1.0,0.0,2.903,-69.1,-88.9,-19.8,334.0,44,3541,14696,13299,13912,1143,True,1,1.903,0.2529737453116628,12.171478565179353,1397
2026-02-19T22:53:46.072,T1,20260219_225121,526,1.0,0.0,3.405,-68.5,-86.5,-18.0,461.42,36,6398,16611,12671,12626,1069,True,1,2.405,0.4369920087425722,11.811038353601496,3940
2026-02-19T22:53:47.105,T1,20260219_225121,528,1.0,0.0,2.72,-68.1,-86.4,-18.2,383.59,44,4273,16878,14130,13530,1091,True,1,1.7200000000000002,0.2756062951496388,12.401466544454628,2748
2026-02-19T22:53:47.632,T1,20260219_225121,529,1.0,0.0,2.861,-68.1,-86.5,-18.4,320.6,52,7021,16671,12109,12880,1064,True,1,1.861,0.48790826963168865,12.105263157894736,4562
2026-02-19T22:53:49.132,T1,20260219_225121,532,1.0,0.0,3.119,-73.3,-93.1,-19.8,140.69,16,2019,2251,2499,1053,364,True,1,2.119,0.8501052631578947,2.892857142857143,248
2026-02-19T22:53:49.611,T1,20260219_225121,533,1.0,0.0,2.838,-68.2,-92.1,-24.0,290.78,36,1303,10468,7017,12471,1049,True,1,1.838,0.14904203603088362,11.888465204957102,3451
2026-02-19T22:53:50.153,T1,20260219_225121,534,1.0,0.0,2.781,-66.7,-91.1,-24.4,257.0,40,6306,10280,6944,13077,1021,True,1,1.781,0.7322340919647005,12.808031341821744,3336
2026-02-19T22:53:51.112,T1,20260219_225121,536,1.0,0.0,2.988,-63.1,-79.3,-16.2,398.83,40,12939,15953,16982,16614,1015,True,1,1.988,0.7857294671322301,16.36847290640394,1029
2026-02-19T22:53:51.651,T1,20260219_225121,537,1.0,0.0,2.955,-63.5,-83.4,-19.9,303.6,52,13733,15787,12231,17723,1064,True,1,1.955,0.9802983796131058,16.656954887218046,3556
2026-02-19T22:53:52.611,T1,20260219_225121,539,1.0,0.0,3.049,-64.5,-80.3,-15.7,442.18,44,15529,19456,17568,20968,1200,True,1,2.049,0.838861279170268,17.473333333333333,1888
2026-02-19T22:53:53.633,T1,20260219_225121,541,1.0,0.0,2.927,-63.8,-81.8,-18.0,424.41,44,16344,18674,10633,19248,1120,True,1,1.927,1.1153649298802335,17.185714285714287,8041
2026-02-19T22:53:55.612,T1,20260219_225121,545,1.0,0.0,2.936,-68.3,-89.2,-20.9,178.27,40,10749,7131,13807,14115,1122,True,1,1.936,1.0267456299551057,12.580213903743315,6676
2026-02-19T22:53:56.151,T1,20260219_225121,546,1.0,0.0,3.039,-66.4,-89.9,-23.5,360.05,40,5763,14402,10254,18042,1187,True,1,2.039,0.46747242050616483,15.19966301600674,4148
2026-02-19T22:53:56.631,T1,20260219_225121,547,1.0,0.0,3.096,-66.4,-88.8,-22.4,308.41,44,9733,13570,8295,14154,1051,True,1,2.096,0.8902812714383719,13.467174119885824,5275
2026-02-19T22:53:57.592,T1,20260219_225121,549,1.0,0.0,3.382,-67.4,-88.0,-20.6,339.91,44,10066,14956,10570,13937,1080,True,1,2.382,0.7886860456005641,12.90462962962963,4386
2026-02-19T23:26:52.931,T1,20260219_232739,28,0.3,0.0,2.622,-66.3,-93.3,-27.0,215.3,40,1109,8612,5217,12006,965,True,1,2.322,0.16038759129365826,12.441450777202073,3395
2026-02-19T23:26:53.351,T1,20260219_232739,29,0.3,0.0,2.528,-65.8,-91.6,-25.8,167.55,44,8918,7372,8125,16171,1100,True,1,2.228,1.150932438536491,14.700909090909091,753
2026-02-19T23:26:53.919,T1,20260219_232739,30,0.3,0.0,2.913,-66.1,-90.0,-23.9,247.3,40,2694,9892,10210,11452,937,True,1,2.613,0.2680330315391503,12.221985058697973,318
2026-02-19T23:26:54.372,T1,20260219_232739,31,0.3,0.0,3.302,-63.8,-83.7,-19.9,329.92,48,2471,15836,16724,16212,1028,True,1,3.002,0.15178132678132678,15.770428015564203,888
2026-02-19T23:26:54.912,T1,20260219_232739,32,0.3,0.0,3.227,-62.1,-87.8,-25.7,381.08,36,4066,13719,9789,13555,886,True,1,2.927,0.3459247915603199,15.299097065462753,3930
2026-02-19T23:26:55.391,T1,20260219_232739,33,0.3,0.0,3.349,-63.1,-89.0,-25.9,64.61,44,14863,2843,7704,15468,979,True,1,3.0490000000000004,2.818431781549256,15.79979570990807,4861
2026-02-19T23:26:55.871,T1,20260219_232739,34,0.3,0.0,3.105,-62.9,-94.4,-31.5,113.31,48,4753,5439,3397,12120,863,True,1,2.805,1.0758261656858308,14.044032444959443,2042
2026-02-19T23:26:56.362,T1,20260219_232739,35,0.3,0.0,3.175,-63.0,-89.4,-26.4,30.66,44,12998,1349,5288,11819,853,True,1,2.875,3.9168298930239565,13.85580304806565,3939
2026-02-19T23:26:56.891,T1,20260219_232739,36,0.3,0.0,2.795,-63.4,-93.0,-29.6,158.4,52,5160,8237,5680,16845,1034,True,1,2.495,0.7415391248113817,16.29110251450677,2557
2026-02-19T23:26:57.371,T1,20260219_232739,37,0.3,0.0,3.283,-62.5,-89.6,-27.1,290.17,40,1969,11607,8206,13212,887,True,1,2.983,0.1987583909554333,14.895152198421647,3401
2026-02-19T23:26:58.451,T1,20260219_232739,39,0.3,0.0,3.377,-64.0,-92.9,-28.9,113.0,56,8347,6328,5640,17454,1074,True,1,3.077,1.3948863636363635,16.251396648044693,688
2026-02-19T23:26:58.871,T1,20260219_232739,40,0.3,0.0,3.508,-63.8,-90.3,-26.6,60.08,48,14975,2884,6439,19073,1115,True,1,3.208,3.212485251528478,17.105829596412555,3555
2026-02-19T23:26:59.411,T1,20260219_232739,41,0.3,0.0,3.654,-62.9,-87.8,-24.9,77.55,40,15238,3102,5548,11648,845,True,1,3.354,3.523236994219653,13.784615384615385,2446
2026-02-19T23:27:00.970,T1,20260219_232739,44,0.3,0.0,2.753,-63.2,-86.2,-23.0,60.72,36,15792,2186,8393,12140,871,True,1,2.4530000000000003,2.9855373853861424,13.938002296211252,6207
2026-02-19T23:27:02.411,T1,20260219_232739,47,0.3,0.0,2.8,-65.1,-91.5,-26.4,203.38,48,7954,9762,7027,17191,1106,True,1,2.5,0.947525165286795,15.543399638336346,2735
2026-02-19T23:27:02.891,T1,20260219_232739,48,0.3,0.0,3.25,-62.5,-88.4,-25.9,365.53,36,6761,13159,8328,14042,916,True,1,2.95,0.6293107460324847,15.329694323144105,4831
2026-02-19T23:27:03.374,T1,20260219_232739,49,0.3,0.0,3.274,-63.9,-88.1,-24.3,298.39,44,8034,13129,9655,13745,949,True,1,2.974,0.7052317415730337,14.483667017913593,3474
2026-02-19T23:27:03.911,T1,20260219_232739,50,0.3,0.0,3.288,-64.0,-92.6,-28.6,194.7,44,5294,8567,5340,15102,1000,True,1,2.988,0.7613432084561732,15.102,3227
2026-02-19T23:27:04.392,T1,20260219_232739,51,0.3,0.0,3.663,-64.0,-89.3,-25.3,31.85,40,13841,1274,6212,12483,909,True,1,3.363,3.6978359604595243,13.732673267326733,4938
2026-02-19T23:27:05.951,T1,20260219_232739,54,0.3,0.0,3.682,-65.6,-88.4,-22.8,376.55,40,863,15062,14652,17250,1128,True,1,3.382,0.05808709699131723,15.292553191489361,410
2026-02-19T23:27:07.391,T1,20260219_232739,57,0.3,0.0,2.566,-67.7,-94.7,-26.9,186.34,44,2750,8199,5070,14441,1112,True,1,2.266,0.41449996231818526,12.986510791366907,3129
2026-02-19T23:27:09.431,T1,20260219_232739,61,0.3,0.0,2.734,-61.8,-86.0,-24.2,129.77,40,16633,5191,10584,16886,979,True,1,2.434,2.1087797147385103,17.24821246169561,5393
2026-02-19T23:27:09.911,T1,20260219_232739,62,0.3,0.0,2.683,-62.9,-94.2,-31.3,110.79,48,5812,5318,3903,13813,921,True,1,2.383,1.260600802515996,14.997828447339849,1415
2026-02-19T23:27:10.391,T1,20260219_232739,63,0.3,0.0,2.791,-62.4,-91.7,-29.3,112.32,44,11105,4942,3855,17189,1009,True,1,2.491,2.5247243378424464,17.035678889990088,1087
2026-02-19T23:27:12.911,T1,20260219_232739,68,0.3,0.0,2.622,-62.3,-88.9,-26.6,73.45,44,14951,3232,5439,14570,926,True,1,2.322,3.448506515972783,15.734341252699783,2207
2026-02-19T23:27:13.391,T1,20260219_232739,69,0.3,0.0,2.57,-61.8,-88.7,-26.9,72.79,52,15088,3785,4577,14492,908,True,1,2.27,3.6087060511839275,15.960352422907489,792
2026-02-19T23:27:14.950,T1,20260219_232739,72,0.3,0.0,3.569,-63.0,-89.0,-26.0,250.05,44,9251,11002,6379,13304,907,True,1,3.269,1.0644957137103734,14.66813671444322,4623
2026-02-19T23:27:15.912,T1,20260219_232739,74,0.3,0.0,2.983,-68.2,-94.9,-26.7,119.15,60,6148,7149,4139,15634,1177,True,1,2.6830000000000003,1.0892983699503898,13.282922684791844,3010
2026-02-19T23:27:17.891,T1,20260219_232739,78,0.3,0.0,2.57,-63.1,-84.5,-21.3,243.36,44,12231,10708,13905,15255,975,True,1,2.27,0.9938650306748467,15.646153846153846,3197
2026-02-19T23:27:19.511,T1,20260219_232739,81,0.3,0.0,2.458,-64.9,-89.7,-24.8,159.39,44,12404,7013,9413,16378,1075,True,1,2.1580000000000004,1.5102885669061243,15.235348837209303,2400
2026-02-19T23:27:19.931,T1,20260219_232739,82,0.3,0.0,2.584,-62.9,-85.8,-23.0,326.35,52,2972,16970,15434,19977,1105,True,1,2.2840000000000003,0.1834341439328478,18.078733031674208,1536
2026-02-19T23:27:22.450,T1,20260219_232739,87,0.3,0.0,2.537,-62.1,-82.0,-19.8,466.41,32,13836,14925,13128,17597,1012,True,1,2.237,0.9864185648593733,17.388339920948617,1797
2026-02-19T23:27:22.931,T1,20260219_232739,88,0.3,0.0,2.622,-62.7,-84.2,-21.6,254.31,68,7985,17293,14914,19818,1093,True,1,2.322,0.49585493836743566,18.13174748398902,2379
2026-02-19T23:27:24.431,T1,20260219_232739,91,0.3,0.0,3.325,-64.9,-88.3,-23.4,126.5,36,14207,4554,6920,10844,873,True,1,3.0250000000000004,2.4763813839986057,12.421534936998855,2366
2026-02-19T23:27:24.914,T1,20260219_232739,92,0.3,0.0,2.744,-67.2,-89.6,-22.4,76.18,44,13588,3352,6480,10914,949,True,1,2.4440000000000004,2.7640358014646056,11.500526870389884,3128
2026-02-19T23:27:25.451,T1,20260219_232739,93,0.3,0.0,2.927,-62.7,-83.8,-21.1,374.36,36,9959,13477,9920,12459,868,True,1,2.627,0.8513057229559345,14.353686635944701,3557
2026-02-19T23:27:26.951,T1,20260219_232739,96,0.3,0.0,3.335,-65.8,-88.5,-22.8,171.31,48,14205,8223,8244,13555,1007,True,1,3.035,1.7252687192566951,13.46077457795432,21
2026-02-19T23:27:27.491,T1,20260219_232739,97,0.3,0.0,2.903,-61.5,-87.2,-25.7,424.78,32,2337,13593,10725,13758,875,True,1,2.603,0.19220330619294348,15.723428571428572,2868
2026-02-19T23:27:28.931,T1,20260219_232739,100,0.3,0.0,2.547,-59.9,-73.7,-13.7,318.29,52,16679,16551,13053,14213,843,True,1,2.2470000000000003,1.1268071882178083,16.86002372479241,3498
2026-02-19T23:27:29.472,T1,20260219_232739,101,0.3,0.0,3.021,-63.3,-73.7,-10.4,303.6,60,17963,18216,14670,13634,926,True,1,2.721,1.092440552210667,14.72354211663067,3546
2026-02-19T23:27:32.411,T1,20260219_232739,107,0.3,0.0,3.1,-58.6,-73.9,-15.4,288.15,60,17744,17289,16625,19669,945,True,1,2.8000000000000003,1.0464115114701893,20.813756613756613,664
2026-02-19T23:27:33.431,T1,20260219_232739,109,0.3,0.0,2.847,-61.3,-75.5,-14.3,232.88,72,17367,16767,15315,16719,957,True,1,2.547,1.082663175612493,17.470219435736677,1452
2026-02-19T23:27:33.971,T1,20260219_232739,110,0.3,0.0,3.114,-59.4,-72.3,-13.0,259.24,68,17518,17628,15879,16259,884,True,1,2.814,1.0456322559465185,18.392533936651585,1749
2026-02-19T23:27:34.931,T1,20260219_232739,112,0.3,0.0,2.425,-59.0,-73.2,-14.1,243.25,72,17766,17514,13301,16204,872,True,1,2.125,1.1530748012331657,18.58256880733945,4213
2026-02-19T23:27:36.431,T1,20260219_232739,115,0.3,0.0,2.477,-61.3,-79.6,-18.3,472.09,32,16739,15107,8162,15549,923,True,1,2.177,1.4387382354205165,16.846153846153847,6945
2026-02-19T23:27:36.971,T1,20260219_232739,116,0.3,0.0,2.495,-58.9,-76.2,-17.3,328.94,48,17602,15789,12541,18028,916,True,1,2.1950000000000003,1.2426403106247794,19.68122270742358,3248
2026-02-19T23:27:37.450,T1,20260219_232739,117,0.3,0.0,2.584,-60.3,-76.3,-16.1,357.3,44,16756,15721,10652,14856,871,True,1,2.2840000000000003,1.2706935123042506,17.05625717566016,5069
2026-02-19T23:27:38.484,T1,20260219_232739,119,0.3,0.0,3.307,-59.8,-75.1,-15.3,340.75,48,17039,16356,12960,15980,889,True,1,3.007,1.162436894528585,17.975253093363328,3396
2026-02-19T23:27:38.950,T1,20260219_232739,120,0.3,0.0,3.143,-59.9,-78.6,-18.7,478.81,32,14051,15322,9757,14666,854,True,1,2.843,1.1205390964552016,17.173302107728336,5565
2026-02-19T23:27:39.431,T1,20260219_232739,121,0.3,0.0,3.124,-58.6,-77.1,-18.5,368.73,44,16455,16224,12499,18920,929,True,1,2.8240000000000003,1.1457716812310692,20.365984930032294,3725
2026-02-19T23:27:39.971,T1,20260219_232739,122,0.3,0.0,2.584,-59.1,-75.0,-15.9,344.75,52,16880,17927,13213,17896,918,True,1,2.2840000000000003,1.084136159280668,19.494553376906318,4714
2026-02-19T23:27:41.472,T1,20260219_232739,125,0.3,0.0,2.5,-65.7,-83.0,-17.3,414.23,44,10644,18226,15293,17121,1130,True,1,2.2,0.6351024791909067,15.15132743362832,2933
2026-02-19T23:27:43.453,T1,20260219_232739,129,0.3,0.0,2.894,-60.4,-77.2,-16.8,424.98,40,15236,16999,11751,16061,909,True,1,2.5940000000000003,1.0598956521739131,17.66886688668867,5248
2026-02-19T23:27:43.931,T1,20260219_232739,130,0.3,0.0,3.053,-62.9,-75.7,-12.8,441.48,44,18998,19425,17231,19055,1082,True,1,2.753,1.0365560890440855,17.61090573012939,2194
2026-02-19T23:27:44.950,T1,20260219_232739,132,0.3,0.0,3.438,-62.4,-76.9,-14.4,489.0,36,13155,17604,14698,14453,926,True,1,3.1380000000000003,0.814500650114544,15.607991360691145,2906
2026-02-19T23:27:45.970,T1,20260219_232739,134,0.3,0.0,2.528,-62.0,-76.3,-14.2,474.89,36,15714,17096,12593,14237,906,True,1,2.228,1.0585738825827748,15.714128035320089,4503
2026-02-19T23:27:46.510,T1,20260219_232739,135,0.3,0.0,2.552,-62.9,-74.8,-11.9,373.1,48,15314,17909,15855,13994,927,True,1,2.252,0.90712000947755,15.096008629989212,2054
2026-02-19T23:27:47.471,T1,20260219_232739,137,0.3,0.0,3.325,-61.7,-76.7,-15.1,623.21,28,15861,17450,12193,15226,926,True,1,3.0250000000000004,1.0701346017609554,16.442764578833692,5257
2026-02-19T23:27:47.951,T1,20260219_232739,138,0.3,0.0,2.992,-64.1,-77.2,-13.2,392.9,48,17852,18859,13586,16272,1040,True,1,2.692,1.100446910155648,15.646153846153846,5273
2026-02-19T23:27:50.530,T1,20260219_232739,143,0.3,0.0,2.744,-59.7,-77.1,-17.4,390.0,44,17092,17160,10605,17727,933,True,1,2.4440000000000004,1.2311903475598776,19.0,6555
2026-02-19T23:27:50.950,T1,20260219_232739,144,0.3,0.0,2.983,-59.4,-75.4,-15.9,272.44,64,15452,17436,14467,17257,913,True,1,2.6830000000000003,0.9686863304391437,18.901423877327492,2969
2026-02-19T23:27:51.430,T1,20260219_232739,145,0.3,0.0,3.096,-61.2,-75.0,-13.8,408.93,44,16381,17993,15021,16157,939,True,1,2.7960000000000003,0.9923668746592355,17.20660276890309,2972
2026-02-19T23:27:51.970,T1,20260219_232739,146,0.3,0.0,2.575,-60.2,-76.8,-16.5,405.5,44,16104,17842,13619,18256,965,True,1,2.2750000000000004,1.0237436826547153,18.918134715025907,4223
