
sample,millis,distance_m,round_trip_ticks,reply_delay_ticks,tof_ticks,rx_power_dBm,fp_power_dBm,quality,temp_C,pressure_hPa
310,71051,157.3845,358110101,358042990,33555,-67.09,-109.18,17.77,25.38,1005.5
311,71120,158.1866,362208316,362140863,33726,-65.62,-106.63,9.12,25.38,1005.5
312,71189,157.7269,371652588,371585331,33628,-66.76,-103.82,20.85,25.38,1005.5
313,71258,158.0365,371113544,371046156,33694,-65.66,-103.91,33.62,25.38,1005.5
314,71327,157.4971,358824922,358757763,33579,-65.77,-106.99,24.81,25.38,1005.5
315,71396,157.7128,371522668,371455417,33625,-65.63,-102.71,24.89,25.38,1005.5
316,71465,158.0787,362950781,362883375,33703,-65.23,-101.94,6.58,25.38,1005.5
317,71534,158.4211,367913012,367845459,33776,-64.93,-107.23,14.64,25.38,1005.5
318,71603,157.4596,367742014,367674872,33571,-64.92,-106.28,21.77,25.38,1005.5
319,71672,157.4643,368389704,368322559,33572,-65.56,-105.68,24.33,25.38,1005.5
320,71742,157.7363,374422251,374354990,33630,-64.84,-101.25,15.02,25.38,1005.5
321,71810,158.1584,372208921,372141481,33720,-65.14,-103.01,30.53,25.38,1005.5
322,71879,158.1490,364406059,364338623,33718,-65.34,-98.10,11.42,25.38,1005.5
323,71948,158.1162,369153876,369086453,33711,-65.60,-97.42,15.62,25.38,1005.5
324,72017,157.3376,372633322,372566231,33545,-64.94,-106.89,8.43,25.38,1005.5
325,72103,158.2053,373318388,373250927,33730,-64.82,-106.98,16.27,25.36,1005.6
326,72172,157.3939,368533326,368466212,33557,-65.77,-106.60,11.04,25.36,1005.6
327,72241,157.3939,356918644,356851529,33557,-65.41,-106.38,24.91,25.36,1005.6
328,72310,157.4127,360067578,360000455,33561,-65.35,-106.88,22.35,25.36,1005.6
329,72379,157.4549,365587054,365519913,33570,-65.21,-106.01,15.09,25.36,1005.6
330,72448,157.5112,362043563,361976398,33582,-66.77,-106.02,29.83,25.36,1005.6
331,72517,157.4549,357238017,357170877,33570,-66.64,-105.14,16.15,25.36,1005.6
332,72586,157.3845,361641789,361574678,33555,-66.29,-105.88,19.23,25.36,1005.6
333,72655,157.4080,358426513,358359392,33560,-66.44,-108.46,21.42,25.36,1005.6
334,72724,158.1913,371631811,371564356,33727,-65.75,-99.83,16.57,25.36,1005.6
335,72793,158.1960,372975830,372908373,33728,-65.37,-97.46,16.97,25.36,1005.6
336,72862,158.2569,367271248,367203766,33741,-66.76,-103.89,35.96,25.36,1005.6
337,72931,158.2335,358061998,357994525,33736,-64.42,-96.81,11.30,25.36,1005.6
338,73001,157.8067,372199986,372132695,33645,-64.97,-96.79,14.80,25.36,1005.6
339,73070,157.4174,373050306,372983182,33562,-75.85,-105.19,18.64,25.36,1005.6
340,73138,157.5159,372697658,372630492,33583,-65.97,-105.97,23.97,25.36,1005.6
341,73208,157.4877,373289637,373222483,33577,-65.94,-105.65,28.17,25.36,1005.6
342,73277,157.5065,372535529,372468366,33581,-65.44,-104.91,24.32,25.36,1005.6
343,73345,157.5112,371620659,371553494,33582,-64.98,-103.67,30.69,25.36,1005.6
344,73414,157.5440,370566566,370499387,33589,-65.34,-103.83,25.87,25.36,1005.6
345,73483,157.5205,369071082,369003913,33584,-65.55,-103.91,28.50,25.36,1005.6
346,73552,157.6284,369762915,369695700,33607,-65.60,-103.48,34.95,25.36,1005.6
347,73621,157.5112,370346144,370278979,33582,-65.27,-103.91,30.35,25.36,1005.6
348,73690,157.5581,368489749,368422564,33592,-66.57,-103.15,42.73,25.36,1005.6
349,73759,157.5487,370827150,370759970,33590,-65.31,-102.49,43.23,25.36,1005.6
350,73845,157.5440,371275773,371208594,33589,-66.22,-103.63,35.85,25.36,1005.5
351,73914,157.4924,368699029,368631873,33578,-65.08,-103.54,43.45,25.36,1005.5
352,73983,157.4549,370397946,370330806,33570,-66.16,-104.12,31.61,25.36,1005.5
353,74052,157.5393,368910705,368843529,33588,-66.71,-104.06,33.84,25.36,1005.5
354,74121,157.4033,369648583,369581464,33559,-65.64,-104.41,34.32,25.36,1005.5
355,74190,157.4924,370966606,370899450,33578,-66.46,-105.38,33.21,25.36,1005.5
356,74259,157.4736,371585210,371518062,33574,-65.70,-106.19,26.97,25.36,1005.5
357,74329,157.4736,373484343,373417194,33574,-66.73,-105.71,20.59,25.36,1005.5
358,74398,157.3751,373248901,373181795,33553,-81.72,-105.42,29.36,25.36,1005.5
359,74466,157.4502,373390438,373323300,33569,-65.29,-105.30,18.99,25.36,1005.5
360,74535,157.4549,371415260,371348120,33570,-66.38,-106.35,30.50,25.36,1005.5
361,74605,157.3939,373568342,373501228,33557,-66.24,-106.53,21.32,25.36,1005.5
362,74674,157.5721,373713433,373646242,33595,-65.28,-105.88,28.13,25.36,1005.5
363,74743,157.4502,374818475,374751336,33569,-64.98,-106.01,17.31,25.36,1005.5
364,74812,157.5018,373208900,373141739,33580,-65.74,-106.63,23.25,25.36,1005.5
365,74880,157.4596,373041124,372973982,33571,-65.40,-105.87,25.59,25.36,1005.5
366,74949,157.5346,372786801,372719627,33587,-65.16,-106.08,21.86,25.36,1005.5
367,75018,157.3986,357530327,357463210,33558,-80.84,-107.59,19.55,25.36,1005.5
368,75088,157.4689,374749161,374682014,33573,-66.46,-106.95,25.59,25.36,1005.5
369,75157,157.4971,375546520,375479361,33579,-66.19,-107.15,22.41,25.36,1005.5
370,75226,157.4361,374428464,374361331,33566,-65.98,-106.58,17.46,25.36,1005.5
371,75294,157.4689,373279227,373212081,33573,-66.55,-106.43,17.11,25.36,1005.5
372,75363,157.4736,373324472,373257323,33574,-65.32,-106.44,20.10,25.36,1005.5
373,75432,157.7316,355853661,355786402,33629,-66.58,-107.34,18.44,25.36,1005.5
374,75501,157.3892,374234167,374167054,33556,-65.91,-106.78,13.89,25.36,1005.5
375,75587,157.4596,355907283,355840141,33571,-66.73,-107.49,16.80,25.37,1005.5
376,75656,158.2522,369846062,369778582,33740,-65.79,-92.12,106.63,25.37,1005.5
377,75725,157.4314,374594689,374527558,33565,-65.31,-107.11,20.26,25.37,1005.5
378,75794,157.4502,356342098,356274960,33569,-65.93,-107.36,18.97,25.37,1005.5
379,75863,159.0074,375582607,375514804,33901,-66.87,-92.29,108.26,25.37,1005.5
380,75932,157.3939,374886148,374819034,33557,-65.68,-107.02,22.38,25.37,1005.5
381,76001,157.4127,372409791,372342669,33561,-66.62,-107.57,16.07,25.37,1005.5
382,76070,158.2569,358331001,358263519,33741,-67.19,-108.43,21.59,25.37,1005.5
383,76139,157.4127,355978577,355911455,33561,-67.04,-108.16,17.31,25.37,1005.5
384,76207,157.4080,371118975,371051854,33560,-65.52,-106.65,23.67,25.37,1005.5
385,76276,157.3705,372009486,371942382,33552,-69.84,-107.19,22.68,25.37,1005.5
386,76345,157.4596,373225702,373158559,33571,-65.98,-107.25,21.90,25.37,1005.5
387,76414,157.4736,368403905,368336756,33574,-66.09,-107.62,22.25,25.37,1005.5
388,76483,157.5299,372905114,372837941,33586,-66.78,-108.84,17.33,25.37,1005.5
389,76552,157.4361,372303723,372236591,33566,-65.39,-107.69,19.85,25.37,1005.5
390,76621,157.5205,371738665,371671496,33584,-64.93,-107.89,14.10,25.37,1005.5
391,76690,157.5112,373188871,373121706,33582,-66.92,-108.70,21.03,25.37,1005.5
392,76759,157.4080,372824035,372756914,33560,-66.20,-108.65,17.65,25.37,1005.5
393,76828,157.3939,371043002,370975887,33557,-65.45,-108.14,22.90,25.37,1005.5
394,76897,158.2429,375497090,375429613,33738,-65.07,-108.01,21.32,25.37,1005.5
395,76966,157.4267,356747370,356680241,33564,-65.51,-108.92,18.84,25.37,1005.5
396,77035,157.4033,373931362,373864244,33559,-65.14,-108.47,14.95,25.37,1005.5
397,77104,159.0777,370845101,370777269,33916,-65.86,-94.15,84.04,25.37,1005.5
398,77174,159.1153,375067305,374999456,33924,-64.81,-93.18,74.80,25.37,1005.5
399,77242,158.6884,355988344,355920677,33833,-64.76,-92.74,86.11,25.37,1005.5
400,77328,158.7166,355463688,355396010,33839,-66.03,-101.11,14.90,25.37,1005.5
401,77396,157.6753,370418339,370351104,33617,-64.55,-103.96,10.38,25.37,1005.5
402,77465,158.1772,363470242,363402793,33724,-64.26,-101.59,6.37,25.37,1005.5
403,77534,158.2382,367019700,366952226,33737,-64.53,-100.66,3.45,25.37,1005.5
404,77603,158.2663,371089854,371022367,33743,-65.02,-101.33,11.84,25.37,1005.5
405,77672,158.2147,371592328,371524863,33732,-64.83,-102.76,37.65,25.37,1005.5
406,77741,158.2382,372101990,372034515,33737,-65.96,-103.05,43.99,25.37,1005.5
407,77810,157.8207,371948452,371881156,33648,-67.50,-109.57,15.01,25.37,1005.5
408,77879,157.8207,372341922,372274625,33648,-64.78,-108.88,19.20,25.37,1005.5
409,77949,157.3751,371709866,371642760,33553,-64.83,-109.77,18.24,25.37,1005.5
410,78018,158.1725,373088043,373020596,33723,-65.96,-102.60,48.93,25.37,1005.5
411,78086,158.1913,373122650,373055195,33727,-65.89,-102.10,28.17,25.37,1005.5
412,78156,158.1819,373308260,373240810,33725,-65.76,-102.01,46.53,25.37,1005.5
413,78224,157.3845,373219787,373152677,33555,-67.36,-111.21,15.96,25.37,1005.5
414,78293,158.1584,356797330,356729890,33720,-65.92,-101.45,45.23,25.37,1005.5
415,78362,157.8489,374090965,374023657,33654,-66.08,-101.66,31.64,25.37,1005.5
416,78431,158.1960,355927031,355859574,33728,-65.28,-100.14,17.58,25.37,1005.5
417,78499,158.2475,369371773,369304295,33739,-67.18,-102.80,40.51,25.37,1005.5
418,78568,158.2429,368980349,368912873,33738,-65.57,-100.79,10.74,25.37,1005.5
419,78638,157.7879,373281744,373214461,33641,-66.30,-110.02,13.07,25.37,1005.5
420,78706,158.2241,355363240,355295772,33734,-64.59,-103.07,39.44,25.37,1005.5
421,78774,158.2147,368953394,368885929,33732,-65.70,-99.72,10.50,25.37,1005.5
422,78843,158.2710,370411842,370344353,33744,-65.96,-100.42,9.62,25.37,1005.5
423,78912,157.8442,369134661,369067354,33653,-64.92,-103.20,12.12,25.37,1005.5
424,78981,157.4783,368448699,368381548,33575,-65.19,-106.54,18.31,25.37,1005.5
425,79067,157.4877,369121201,369054047,33577,-65.28,-107.70,17.91,25.37,1005.5
426,79135,157.6143,364355832,364288623,33604,-66.88,-104.06,27.62,25.37,1005.5
427,79204,158.0740,365695613,365628208,33702,-65.59,-101.50,13.47,25.37,1005.5
428,79273,157.8489,365513542,365446234,33654,-66.00,-103.34,25.62,25.37,1005.5
429,79341,157.7269,360441808,360374551,33628,-66.57,-104.03,23.31,25.37,1005.5
430,79410,157.6988,359114626,359047381,33622,-66.17,-104.66,27.41,25.37,1005.5
431,79479,157.6097,362914483,362847276,33603,-66.00,-103.99,27.19,25.37,1005.5
432,79548,157.7082,360866372,360799123,33624,-65.48,-104.03,34.49,25.37,1005.5
433,79617,157.6003,360123162,360055960,33601,-66.98,-105.50,23.83,25.37,1005.5
434,79686,157.8254,360766212,360698913,33649,-65.37,-102.03,22.61,25.37,1005.5
435,79755,157.9943,361608785,361541414,33685,-65.59,-103.69,28.59,25.37,1005.5
436,79824,157.8958,360173973,360106644,33664,-65.77,-103.55,34.92,25.37,1005.5
437,79893,157.7551,361982263,361914994,33634,-64.87,-99.99,4.07,25.37,1005.5
438,79962,158.1490,361435780,361368343,33718,-65.70,-100.35,10.57,25.37,1005.5
439,80031,157.6941,360541017,360473774,33621,-66.42,-105.84,20.21,25.37,1005.5
440,80100,157.4736,368945351,368878202,33574,-65.39,-103.96,21.00,25.37,1005.5
441,80169,158.1444,368900230,368832795,33717,-65.64,-101.91,17.87,25.37,1005.5
442,80238,158.0599,360696764,360629366,33699,-64.83,-102.94,28.41,25.37,1005.5
443,80307,158.0693,369218351,369150949,33701,-66.74,-104.79,30.78,25.37,1005.5
444,80376,158.0975,356342919,356275505,33707,-65.43,-101.89,26.60,25.37,1005.5
445,80445,158.1350,358881298,358813867,33715,-64.96,-102.97,34.97,25.37,1005.5
446,80514,158.1678,369384342,369316897,33722,-65.43,-102.96,34.62,25.37,1005.5
447,80583,157.6800,358889193,358821956,33618,-64.82,-98.78,9.89,25.37,1005.5
448,80652,157.7082,358208978,358141730,33624,-67.23,-105.56,17.07,25.37,1005.5
449,80721,158.0881,367771119,367703709,33705,-64.93,-103.48,29.54,25.37,1005.5
450,80807,157.9896,364524890,364457522,33684,-66.36,-103.79,29.42,25.37,1005.5
451,80875,157.5956,359972472,359905271,33600,-66.92,-104.18,24.95,25.37,1005.5
452,80944,157.7175,371692065,371624813,33626,-65.67,-103.67,31.49,25.37,1005.5
453,81013,157.5628,363070294,363003107,33593,-65.64,-103.46,31.04,25.37,1005.5
454,81082,157.5721,359303375,359236184,33595,-66.23,-103.83,32.67,25.37,1005.5
455,81151,157.6143,366998653,366931444,33604,-66.45,-103.91,35.80,25.37,1005.5
456,81220,157.6143,366610421,366543212,33604,-65.21,-104.95,29.39,25.37,1005.5
457,81290,157.5393,371919720,371852543,33588,-64.30,-103.73,23.85,25.37,1005.5
458,81358,158.1350,363808594,363741163,33715,-65.25,-102.55,34.80,25.37,1005.5
459,81427,158.1819,359628530,359561079,33725,-64.69,-100.33,22.13,25.37,1005.5
460,81496,158.1631,359960243,359892801,33721,-65.71,-105.18,36.30,25.37,1005.5
461,81565,158.5853,363895574,363827951,33811,-64.95,-91.92,124.39,25.37,1005.5
462,81634,157.3892,363301699,363234586,33556,-66.52,-109.93,11.90,25.37,1005.5
463,81703,157.5440,371255072,371187893,33589,-64.59,-103.65,22.36,25.37,1005.5
464,81772,158.2147,368006420,367938956,33732,-65.29,-104.20,27.11,25.37,1005.5
465,81841,157.5440,365104163,365036984,33589,-67.01,-106.64,22.05,25.37,1005.5
466,81911,157.8160,367735706,367668411,33647,-66.40,-110.14,17.27,25.37,1005.5
467,81979,157.5112,363435303,363368139,33582,-66.07,-106.76,11.86,25.37,1005.5
468,82048,158.2100,361169760,361102298,33731,-66.32,-105.90,21.30,25.37,1005.5
469,82117,157.4643,360168055,360100911,33572,-65.10,-107.66,14.01,25.37,1005.5
470,82186,158.6228,371642576,371574938,33819,-65.08,-101.07,9.70,25.37,1005.5
471,82255,157.7644,356781130,356713858,33636,-66.19,-105.66,15.02,25.37,1005.5
472,82324,157.5112,361811879,361744715,33582,-65.72,-107.31,19.82,25.37,1005.5
473,82393,158.1819,372366342,372298891,33725,-65.81,-104.52,20.11,25.37,1005.5
474,82463,158.0740,371794830,371727425,33702,-78.83,-102.46,25.40,25.37,1005.5
475,82548,157.9005,359365815,359298484,33665,-65.20,-106.16,19.47,25.39,1005.5
476,82616,158.0036,358784852,358717477,33687,-65.59,-99.39,14.47,25.39,1005.5
477,82685,158.3836,371683427,371615891,33768,-65.05,-109.24,18.67,25.39,1005.5
478,82754,158.3554,365565129,365497604,33762,-64.62,-101.78,13.22,25.39,1005.5
479,82823,158.1115,359716929,359649508,33710,-64.88,-105.54,23.13,25.39,1005.5
480,82892,158.2100,357434926,357367463,33731,-64.96,-100.25,5.80,25.39,1005.5
481,82961,158.1772,365749268,365681819,33724,-65.01,-101.98,38.71,25.39,1005.5
482,83030,158.1209,360542137,360474713,33712,-65.25,-100.72,30.65,25.39,1005.5
483,83100,158.2147,369284016,369216551,33732,-67.01,-103.38,35.99,25.39,1005.5
484,83169,158.2147,370873197,370805732,33732,-65.82,-102.57,40.49,25.39,1005.5
485,83237,158.1490,363373346,363305910,33718,-64.33,-101.06,42.98,25.39,1005.5
486,83306,158.0646,357487812,357420411,33700,-64.63,-101.52,40.83,25.39,1005.5
487,83375,158.2804,367892151,367824658,33746,-65.86,-97.71,13.40,25.39,1005.5
488,83444,158.1772,369821287,369753838,33724,-67.26,-101.61,34.93,25.39,1005.5
489,83513,157.7973,361281927,361214640,33643,-67.10,-105.17,14.55,25.39,1005.5
490,83583,157.8582,371484555,371417243,33656,-66.04,-103.44,19.93,25.39,1005.5
491,83651,158.2053,360211953,360144492,33730,-65.74,-99.16,9.92,25.39,1005.5
492,83721,157.8489,371796283,371728975,33654,-67.45,-110.61,15.77,25.39,1005.5
493,83789,158.2147,361917906,361850441,33732,-65.64,-102.05,34.23,25.39,1005.5
494,83859,158.2757,371158979,371091488,33745,-66.56,-100.44,18.61,25.39,1005.5
495,83927,158.2616,361133497,361066012,33742,-65.74,-100.00,10.76,25.39,1005.5
496,83996,158.2100,367246779,367179316,33731,-64.65,-101.39,23.81,25.39,1005.5
497,84065,158.2475,359568288,359500810,33739,-65.24,-102.63,31.87,25.39,1005.5
498,84134,158.2241,362059682,361992213,33734,-64.66,-102.85,38.60,25.39,1005.5
499,84204,158.2944,372137387,372069889,33749,-65.83,-103.15,32.53,25.39,1005.5
500,84289,158.2147,363280297,363212833,33732,-64.92,-101.08,12.18,25.40,1005.5

